Element,Count
b'\x01l|\xfa\xdf\x9b\x01l\xc5\x1d\x01\xbb\x06',4946
b'\xc6X\xda\x88:\x18\xc6X\xdb0\xe2|\x11',4946
b'o\xfa\x1bD\xffVh\xef\x88\x85\x1f\x90\x11',4944
b'\xc6X\xdd-\xff\x98\xc6X\xdb0\xf5~\x11',4939
b'~f\xd9F\xc4;+\xfc\xe1P\x00P\x06',4938
b'r\x12\xc40\xf7\xa4+\xfc\xe0\x86\x00P\x06',4936
b'\x80-g\x95\x9e\xab\x01`\xa7U\x01\xbb\x06',4934
b'\xc6X\xda\x88h\xc6\xc6X\xdb0p\xec\x11',4934
b'\xc7\x81\x19]\xd7\xf2#\xf0\xcb\xfe\x01\xbb\x06',4934
b'\x91e\x91$\xc1\n+\xfc\xe1\xfd\x07\x8f\x06',4932
b'L\x04\xa9\x17@\xc9\xc9\x87Ds\x0c\x03\x11',4931
b'\x8e\xa1\x17M*\x16\xc6X\xdbq\xf1\xf2\x11',4931
b'\xb7\xa0tw\xc83\x01`\x94\xce\x00P\x06',4928
"b'\x80.:""\x8f\x10\x01`\xa7z\x01\xbb\x06'",4927
b'\x01`\x92U\x01\xbb\x99\xc1.\xad\xc0\xeb\x06',4925
b'nj\xdd\xec?\xc4D\xe95W\x005\x11',4922
"b'\xdc\x1bP\xe0\x00P++(,[\xd7\x06'",4922
b'R\x16\xd0\x86)\xb6\xc6X\xdb9\xd1\xc0\x11',4921
b'u[\x94\x91\xcd\x05+\xfc\xe0T\x00P\x06',4918
b'\xd2p9\x93\x01\xbbo\xccOF\xe3n\x06',4917
b'lw\x052\xa1\xf7\x01`\xc1\x8e\x01\xbb\x06',4916
"b'\xb7\xb2M~\xce""\x01`\xde\xf4\x01\xbb\x06'",4915
"b'\xcc\xd5f\xd9\xf7b\x01`\x96""\x00P\x06'",4914
b'\x06\xef#\x96\xed^\x01`\xb9C\x01\xbb\x06',4913
b'G\xbf\xd8\x89\x0c\x02h\xd1c|\x86\xc4\x11',4913
